Gender,Age,Married,Number of Dependents,Zip Code,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No Internet Service,Contract_One Year,Contract_Two Year,Payment Method_Credit Card,Payment Method_Mailed Check
0,-1.4070861725135766,1,8.8348278966907,-0.016043832258889876,-0.3168355501515607,-0.4628293910965874,0,-1.4932376268289957,0,1,1.8816811384624366,0,0,0,0,0,0,0,1,1,-1.2130845126825467,-0.7583815592592218,-0.24342590820858617,-0.2718991422820436,-0.8883669139499103,-0.8619159416392926,False,False,False,True,False,True,False,False,False,False,False,False
1,0.7439497786297625,0,0.5473846000634396,-1.282447101344746,-0.6493092863322075,-0.4628293910965874,0,-1.4932376268289957,0,1,-0.4738892006001512,1,1,1,1,1,0,0,1,0,-0.34311225029650866,-0.48713650869623976,2.196382018618401,-0.2718991422820436,-0.8883669139499103,-0.6541306484288608,False,False,False,False,False,True,False,False,False,True,True,False
1,0.803700777272633,1,-0.48854581201496783,-0.1240526398568307,1.3455331307516736,0.8400652635474319,1,-0.7561202830531671,0,0,-1.0137074033019942,0,0,0,0,0,0,0,0,1,-1.41211875721367,-0.5502857127102144,1.6275611428396053,-0.2718991422820436,-0.17652576167104664,-0.4935964365698987,False,True,False,False,False,False,False,True,True,False,False,False
0,0.6244477813440215,0,-0.48854581201496783,0.7778209035859751,-0.6493092863322075,1.6136589647423183,1,1.4779622390515466,0,0,-1.0137074033019942,0,0,0,0,0,0,0,0,0,-1.4297750208414308,-0.3853949041770291,-0.24342590820858617,-0.2718991422820436,3.009571338242887,0.5768874729807764,False,False,False,False,False,False,False,True,False,True,False,False
0,0.6841987799868919,0,0.5473846000634396,1.0289413812511876,-0.6493092863322075,0.8807807215050575,1,-0.13395427835074974,0,1,-0.4738892006001512,1,1,0,1,1,1,1,0,1,1.348678828218038,1.552725553068565,-0.24342590820858617,0.13186463410620985,0.449073210941815,1.361072753499027,False,False,False,False,False,False,True,False,True,False,False,False
0,-0.3913191955847776,0,-0.48854581201496783,1.048382966618817,-0.6493092863322075,-0.503544849054213,1,-0.4508822640446742,0,1,-0.13036852615352384,1,1,1,1,1,1,1,1,1,1.4241192273548349,-0.03883207254833613,-0.24342590820858617,-0.2718991422820436,-0.508513186277206,-0.18160941647788167,False,False,False,False,False,False,True,False,False,False,False,False
0,-0.5705721915133892,1,2.6192454242202547,0.08926475514910243,0.6805856583903799,1.125073469250811,1,-0.4768599677900779,0,0,-1.0137074033019942,0,0,0,0,0,0,0,0,0,-1.389647148960156,-0.47753782968611563,-0.24342590820858617,-0.2718991422820436,0.22279399036370126,-0.3138020088374064,False,True,False,False,False,False,False,True,False,True,True,False
0,0.14643979220105716,1,1.5833150121418471,-0.20019884921337897,1.0130593945710267,-0.299967559266085,1,-0.25345171557960655,0,0,-1.0137074033019942,0,0,0,0,0,0,0,0,1,-1.434590365467184,-0.7971057494076175,-0.24342590820858617,-0.2718991422820436,-0.32361553846144264,-0.7267888230603065,False,False,False,False,False,False,False,True,False,False,True,False
0,0.026937794915316095,0,-0.48854581201496783,-0.7499636798868977,-0.6493092863322075,0.8807807215050575,0,-1.4932376268289957,0,1,-0.5229635826639552,1,0,0,1,1,0,0,1,0,-0.5983255154614164,0.07400182693680765,-0.24342590820858617,-0.2718991422820436,-0.8883669139499103,-0.20388750606112999,False,False,False,False,False,False,False,False,False,True,True,False
0,-0.6303231901562597,1,-0.48854581201496783,-0.7942472910020535,1.0130593945710267,-0.707122138842341,1,-0.5664830457117205,0,0,-1.0137074033019942,0,0,0,0,0,0,0,0,0,-1.4458261695939407,-0.8773436771512868,-0.24342590820858617,-0.2718991422820436,-0.6350719282541396,-0.8816241502729536,False,False,False,False,False,False,False,True,True,False,True,False
1,-0.3913191955847776,0,-0.48854581201496783,1.3427069673232055,-0.6493092863322075,-0.4628293910965874,1,-0.04563008561637739,0,0,-1.0137074033019942,0,0,0,0,0,0,0,0,1,-1.3800164597086502,-0.8157100540336475,-0.07635071823768427,-0.2718991422820436,-0.334454978166994,-0.7451322165410107,False,False,False,True,False,False,False,True,False,True,True,False
0,0.38544378677253927,1,-0.48854581201496783,-1.8559738696898116,1.3455331307516736,-0.910699428630469,1,0.20635364071403817,0,1,-0.6701867288553669,0,1,0,0,0,0,0,1,0,-0.45868052131458026,-0.7979404171476282,-0.24342590820858617,-0.2718991422820436,-0.5786855415762445,-0.8023051220451446,False,False,False,True,False,True,False,False,True,False,True,False
0,-0.09256420237042497,0,0.5473846000634396,-0.7370026229751448,-0.6493092863322075,0.18861793622542225,1,1.7533258987528255,0,1,0.31130091242071134,1,1,0,1,0,0,0,0,0,-0.07666318100484368,0.004504755110645492,5.979168380860348,4.169502397988745,1.3003833985587006,0.40477143278820005,False,False,False,False,False,False,False,False,False,True,True,False
1,1.4609617623442088,0,-0.48854581201496783,0.8248047348910794,-0.6493092863322075,1.0843580112931857,1,-1.0951293169306848,1,1,-0.9155586391743864,0,1,0,0,0,0,0,1,1,0.4931525997092589,1.0096204336078565,-0.24342590820858617,-0.2718991422820436,-0.4603865473225366,0.6613532087319484,False,False,False,False,False,False,True,False,False,True,True,False
1,0.6244477813440215,1,1.5833150121418471,0.5520824957062788,-0.3168355501515607,1.2065043851660624,1,-1.3367219617629387,0,0,-1.0137074033019942,0,0,0,0,0,0,0,0,0,-1.397672723336411,-0.4375177080466506,-0.24342590820858617,-0.2718991422820436,-0.7115515121154696,-0.5563709879817146,False,False,False,False,False,False,False,True,False,True,False,False
0,0.803700777272633,0,-0.48854581201496783,-1.4433802246656777,-0.6493092863322075,0.10718702031017105,1,1.6844849838275056,0,1,-0.32666605440873947,0,0,0,0,1,0,0,1,0,-0.2837229999122219,-0.12368263780259144,-0.24342590820858617,-0.2718991422820436,1.1381704733581572,0.23457238487153256,False,False,False,False,False,False,False,False,False,False,True,False
1,1.2817087664155973,0,-0.48854581201496783,1.0581037593026315,-0.6493092863322075,-1.2771385502490995,0,-1.4932376268289957,0,1,-0.572037964727759,0,0,0,0,0,0,0,1,1,-1.224320316809304,-0.9956248818870272,-0.24342590820858617,-0.2718991422820436,-0.8883669139499103,-1.04946515877777,False,False,False,False,False,False,False,False,False,False,False,True
0,1.2219577677727267,1,-0.48854581201496783,-0.49506289395575737,-0.3168355501515607,-0.7885530547575923,1,0.5654953949942435,1,1,-0.7192611109191708,0,0,0,0,1,1,1,1,1,1.0083944746648277,-0.46497388370490045,5.889891561791928,-0.2718991422820436,-0.4007104616947033,-0.5035529888435032,False,False,False,False,False,False,False,False,False,False,False,False
0,0.08668879355818662,0,-0.48854581201496783,0.5877254022135993,-0.6493092863322075,-1.2771385502490995,1,-1.147734167015127,0,0,-1.0137074033019942,0,0,0,0,0,0,0,0,0,-1.415328986964172,-0.9982387098096925,-0.24342590820858617,-0.2718991422820436,-0.8820715188370791,-1.0496839459396943,False,False,False,False,True,False,False,True,False,False,False,False
1,1.0427047718441151,0,-0.48854581201496783,0.7994226651055633,-0.6493092863322075,-0.3813984751813362,1,-1.2626855060885382,1,1,-0.8174098750467785,1,0,0,0,1,0,0,1,1,0.8414625276387242,-0.05372430222537069,3.248573100496218,-0.2718991422820436,-0.7917467991073049,-0.28601256646092094,False,False,False,False,False,False,True,False,False,False,False,False
0,1.4012107637013382,1,2.6192454242202547,0.11950722127652585,0.6805856583903799,1.125073469250811,1,-0.21513460255513617,1,1,1.587234846079613,1,1,0,0,0,1,0,1,1,0.9441898796547878,1.5298380850398483,-0.24342590820858617,-0.2718991422820436,0.5089267983115513,1.3570720739666964,False,False,False,False,False,False,True,False,True,False,False,False
0,0.38544378677253927,0,-0.48854581201496783,0.08872471111111271,-0.6493092863322075,-1.2771385502490995,0,-1.4932376268289957,0,1,-0.572037964727759,0,0,0,0,0,1,1,1,1,-0.9177433756363642,-0.9914295782464466,-0.24342590820858617,-0.2718991422820436,-0.8883669139499103,-1.0461486232279644,False,False,False,False,False,True,False,False,False,False,False,False
0,-1.5265881697993178,1,-0.48854581201496783,0.854507156980513,-0.3168355501515607,-1.1957076343338482,1,0.4089797299281865,0,1,1.538160464015809,0,1,1,0,0,0,1,1,1,-0.2468053577814491,-0.9330467663267441,-0.24342590820858617,-0.2718991422820436,-0.7843863935430551,-0.9694793506279059,False,False,False,False,True,False,False,False,False,False,False,True
0,0.7439497786297625,1,2.6192454242202547,1.1936548128380473,0.01563818602908618,1.247219843123688,1,0.461584580012629,0,0,-1.0137074033019942,0,0,0,0,0,0,0,0,1,-1.434590365467184,-0.48983819638101156,-0.24342590820858617,-0.2718991422820436,1.3556101071894948,0.008926419061467574,False,False,False,False,False,False,False,True,False,True,False,True
0,-0.5108211928705187,1,-0.48854581201496783,0.5990663270113831,1.3455331307516736,-0.8699839706728435,1,1.3772986370381077,0,1,-0.2775916723449356,0,0,0,0,1,0,0,1,1,-2.370372337738513,-0.739755289692665,-0.24342590820858617,-0.2718991422820436,-0.3130246011945557,-0.6783430943484879,False,False,False,False,False,True,False,False,False,False,False,False
1,-1.0485801806563535,1,-0.48854581201496783,-1.227362609469796,0.6805856583903799,-1.2771385502490995,0,-1.4932376268289957,0,1,0.40944967654831915,0,0,0,0,0,0,1,1,1,-2.1777585527083936,-0.9960202508165059,-0.24342590820858617,-0.2718991422820436,-0.8883669139499103,-1.0497777118662333,False,False,False,False,True,True,False,False,False,False,False,False
0,0.38544378677253927,1,2.6192454242202547,-0.9438394895252015,2.6754280754742608,-1.0735612604609714,1,-1.3912751396282863,0,0,-1.0137074033019942,0,0,0,0,0,0,0,0,0,-1.4249596762156782,-0.9570544463223177,-0.24342590820858617,-0.2718991422820436,-0.8772198045583935,-1.0157024795995406,False,False,False,False,True,False,False,True,True,False,True,False
0,-1.5863391684421884,0,0.5473846000634396,1.1596320384446959,-0.6493092863322075,-0.7885530547575923,1,0.2362280000212522,0,1,0.31130091242071134,0,0,0,0,0,0,1,1,0,-0.6368482724674404,-0.7172631905934268,-0.24342590820858617,-0.2718991422820436,-0.4787047270869399,-0.709185138555632,False,False,False,True,False,True,False,False,False,False,True,False
0,0.9829537732012446,1,-0.48854581201496783,1.1920346807240783,1.6780068669323205,0.7586343476321807,1,0.7798114508938236,1,1,-0.6211123467915629,1,1,0,0,0,1,1,1,1,1.0453121167956005,1.1505035621454682,-0.24342590820858617,-0.2718991422820436,1.2239038146973706,1.2670220563683126,False,True,False,False,False,False,True,False,True,False,True,False
0,-0.8095761860848714,1,-0.48854581201496783,-1.715022375774499,2.6754280754742608,-0.21853664335083378,1,-0.9080898499637785,0,1,-0.7683354929829747,1,0,0,0,0,0,0,1,0,-0.48596747419384695,-0.3823417774438317,-0.24342590820858617,-0.2718991422820436,-0.6004945889314095,-0.4801601265780689,False,False,False,False,False,True,False,False,True,False,True,False
1,-1.4668371711564472,0,-0.48854581201496783,0.03472030731214231,-0.6493092863322075,-0.8699839706728435,0,-1.4932376268289957,0,1,1.538160464015809,0,0,0,0,1,0,0,1,1,-0.9000871120086034,-0.8473834982730045,-0.24342590820858617,-0.2718991422820436,-0.8883669139499103,-0.9322751146644856,False,False,False,True,False,True,False,False,False,False,True,False
1,-0.3315681969419071,1,-0.48854581201496783,-0.24124219610059647,0.6805856583903799,0.18861793622542225,1,1.2636461831519668,1,1,0.11500338416549571,0,1,0,1,0,1,1,1,0,0.2652262874236176,0.1609170966005634,1.8431008917333642,-0.2718991422820436,0.9702538255177937,0.4045977921834982,False,False,False,False,False,True,False,False,True,False,True,False
1,0.6244477813440215,0,-0.48854581201496783,-0.5776896317681821,-0.6493092863322075,-0.9514148865880947,1,-1.324382552483872,0,0,-1.0137074033019942,0,0,0,0,0,0,0,0,0,-1.3992778382116622,-0.9251393877371681,-0.24342590820858617,-0.2718991422820436,-0.8606766422130215,-0.9856175084288965,False,False,False,False,True,False,False,True,False,False,True,False
1,1.2817087664155973,0,-0.48854581201496783,-0.7310621385572581,-0.6493092863322075,-0.2592521013084594,1,-0.9028943092146977,1,1,-0.4248148185363473,0,1,0,0,1,0,0,1,1,0.8125704598842066,-0.006345925509494773,-0.24342590820858617,-0.2718991422820436,-0.6086951694073341,-0.1853287982305955,False,False,True,False,False,False,True,False,False,False,False,False
0,1.4609617623442088,1,-0.48854581201496783,-1.8721751908295028,1.6780068669323205,1.3693662169965648,1,-0.982775748231814,1,1,0.26222653035690746,0,1,1,1,1,1,0,1,1,1.3968322744755677,2.090998385613422,4.753525193363885,-0.2718991422820436,-0.2744948897521157,1.5571685612009298,False,False,False,False,False,False,True,False,True,False,False,False
0,1.2817087664155973,0,-0.48854581201496783,1.3173248975376894,-0.6493092863322075,-1.2771385502490995,1,-0.7736552330813146,1,1,-0.4248148185363473,0,0,0,0,0,0,0,1,1,0.33906157168516365,-0.9742310298141188,-0.24342590820858617,-0.2718991422820436,-0.8752554519479988,-1.0287046880796158,False,False,False,False,True,False,True,False,False,False,False,False
1,-0.27181719829903656,1,-0.48854581201496783,-1.7447247978639326,1.3455331307516736,0.5143415998864271,1,-1.0717493835598213,0,1,0.06592900210169181,0,0,1,0,0,0,0,1,1,-0.43620891306106624,-0.030990588780339806,-0.24342590820858617,-0.2718991422820436,-0.5427710224645106,-0.1854642379022629,False,True,False,False,False,True,False,False,False,False,True,False
0,0.08668879355818662,1,1.5833150121418471,1.3394667030952674,-0.3168355501515607,-0.9921303445457202,1,-1.0529155483444037,0,1,0.16407776622929962,0,0,0,0,0,0,0,1,1,-0.6545045360952012,-0.8551371222788943,-0.24342590820858617,-0.2718991422820436,-0.8241822840777374,-0.9195680952124036,False,False,False,False,True,True,False,False,True,False,True,False
1,1.6402147582728204,0,-0.48854581201496783,-0.10407101045121164,-0.6493092863322075,-1.2364230922914738,1,-0.4982915733800359,0,1,0.016854620037887895,0,0,0,0,0,0,0,1,1,0.18497054366106794,-0.949081172911162,-0.24342590820858617,-0.2718991422820436,-0.8521092248038303,-1.0020300183853164,False,False,False,False,True,False,True,False,False,False,False,False
1,0.803700777272633,0,-0.48854581201496783,-0.026844713018683956,-0.6493092863322075,-0.910699428630469,1,1.1720747774494187,0,0,-1.0137074033019942,0,0,0,0,0,0,0,0,0,-1.44422105471869,-0.9352212954388776,-0.24342590820858617,-0.2718991422820436,-0.4027221481029389,-0.8591897841454735,False,False,False,True,False,False,False,True,False,False,True,False
1,0.32569278812966873,0,-0.48854581201496783,0.7972624889536045,-0.6493092863322075,-0.7478375967999666,1,0.3044194723529368,0,1,0.26222653035690746,1,0,0,1,0,0,0,0,0,-2.3061677427284732,-0.6576064121231815,-0.24342590820858617,3.7657386216004913,-0.4297970804678967,-0.61294309699358,False,False,False,False,False,True,False,False,True,False,True,False
1,-0.45107019422764816,0,-0.48854581201496783,1.1790736238123252,-0.6493092863322075,1.2879353010813135,1,0.3336443890665159,1,1,-0.13036852615352384,0,0,1,0,1,1,1,1,1,1.162485502688923,1.7405477595115209,-0.24342590820858617,-0.2718991422820436,1.24203265927041,1.7387931609069796,False,False,False,False,False,False,True,False,True,False,True,False
0,-0.8693271847277418,0,-0.48854581201496783,-1.0118850383119042,-0.6493092863322075,1.6136589647423183,1,-0.5171254085954536,0,1,0.06592900210169181,1,1,1,1,1,0,0,1,1,0.3615331799386772,1.337337346264727,-0.24342590820858617,-0.2718991422820436,0.3922016528360513,1.170637629510405,True,False,False,False,False,False,False,False,False,True,False,False
0,1.7597167555585616,0,-0.48854581201496783,-0.47940161685405597,-0.6493092863322075,0.7993498055898063,0,-1.4932376268289957,0,1,-0.13036852615352384,0,1,0,0,1,1,1,0,1,-0.47152144031658816,0.11369247446837362,-0.24342590820858617,0.9393921868827166,-0.8883669139499103,-0.1620922125093927,False,False,False,False,False,True,False,False,False,False,False,False
0,-1.108331179299224,1,1.5833150121418471,-0.1386338288825527,2.3429543392936143,0.06647156235254544,1,1.2824800183673843,1,1,1.538160464015809,0,1,0,0,1,1,1,1,1,1.0870451035521262,0.49109408259641285,-0.24342590820858617,-0.2718991422820436,0.8312226278097998,0.6304938004643339,False,False,False,False,False,False,True,False,False,False,False,False
1,0.8634517759155036,1,-0.48854581201496783,-0.10785131871713957,0.01563818602908618,-1.1957076343338482,1,-1.3204858969220614,0,1,-0.6701867288553669,0,0,0,0,0,0,0,1,1,-0.5694334477068986,-0.9497401211269599,-0.24342590820858617,-0.2718991422820436,-0.8789238212806636,-1.01042033240451,False,False,False,False,False,True,False,False,False,False,False,True
0,1.0427047718441151,0,-0.48854581201496783,1.0635041996825285,-0.6493092863322075,-1.1549921763762228,1,-1.2535933097776468,1,0,-1.0137074033019942,0,0,0,0,0,0,0,0,0,-1.2387663506865627,-0.9621503125244889,-0.24342590820858617,-0.2718991422820436,-0.870900742546642,-1.017876459970408,False,False,False,False,True,False,False,True,False,False,True,False
0,-0.27181719829903656,0,-0.48854581201496783,1.0710648162143845,-0.6493092863322075,0.3107643100982991,1,0.6356351951068334,1,1,0.40944967654831915,0,1,1,0,1,1,1,1,1,1.2459514762019748,0.797790547169327,-0.24342590820858617,-0.2718991422820436,0.6632349792726749,0.8236481363225874,False,False,False,False,False,False,True,False,False,False,True,False
1,0.38544378677253927,1,-0.48854581201496783,0.4446137321463277,0.01563818602908618,0.6772034317169295,1,1.7299459653819622,1,1,-0.572037964727759,0,0,0,0,1,1,1,1,1,1.0196302787915843,1.0944709988621117,-0.24342590820858617,-0.2718991422820436,1.9893741599299006,1.4473721340358507,False,False,False,False,False,False,True,False,False,False,False,False
0,-0.6900741887991303,0,-0.48854581201496783,0.3360648805103972,-0.6493092863322075,-1.1957076343338482,1,-0.1703230635943148,0,1,-0.17944290821732775,0,0,0,0,0,0,0,1,0,-0.5902999410851615,-0.9446662198653155,-0.24342590820858617,-0.2718991422820436,-0.8160527042985739,-0.9879581837802777,False,False,False,False,False,False,False,False,False,False,True,False
1,-0.27181719829903656,0,-0.48854581201496783,-0.3227888458370418,-0.6493092863322075,0.5957725158016783,1,0.8428073824764274,1,1,0.21315214829310353,0,1,1,0,1,1,1,0,1,1.3663350918457993,1.2457874741498582,-0.24342590820858617,-0.2718991422820436,1.1121842183435384,1.3095605317081738,False,True,False,False,False,False,True,False,False,False,False,False
0,-1.6460901670850587,0,-0.48854581201496783,-0.7845264983182387,-0.6493092863322075,1.4100816749541905,1,0.9304821326171648,1,1,1.8816811384624366,1,1,1,1,1,1,1,1,1,0.8013346557574493,1.586331912074263,-0.24342590820858617,-0.2718991422820436,2.070516122878553,1.860018612673535,True,False,False,False,False,True,False,False,True,False,False,False
0,-0.6303231901562597,1,-0.48854581201496783,0.5650435526180317,-0.3168355501515607,-0.910699428630469,1,0.5667942801815136,0,1,0.11500338416549571,0,0,0,0,0,0,0,1,1,0.20744215191458193,-0.6826244793829788,-0.24342590820858617,-0.2718991422820436,-0.5130098970720854,-0.6918696974547627,False,False,False,True,False,False,True,False,False,False,False,False
1,0.9829537732012446,0,-0.48854581201496783,0.9301133222990716,-0.6493092863322075,0.7179188896745551,1,0.305718357540207,1,1,0.3603752944845153,1,1,0,1,1,1,1,1,1,1.4706675587371139,1.4316987307669997,-0.24342590820858617,-0.2718991422820436,0.7505658362890162,1.3504042747461447,False,False,False,False,False,False,True,False,False,True,False,False
0,1.7597167555585616,0,-0.48854581201496783,1.1040075025317564,-0.6493092863322075,-0.6664066808847154,1,-0.24760673223689073,1,1,0.06592900210169181,0,0,0,0,1,0,0,1,1,0.7307096012464056,-0.4441730850262104,-0.24342590820858617,-0.2718991422820436,-0.5252220169150209,-0.5069493990714715,False,False,False,False,False,False,True,False,False,False,False,False
0,-0.5705721915133892,1,-0.48854581201496783,0.8928502836777821,-0.3168355501515607,1.1657889272084367,1,-1.1886490504141378,1,1,-0.8174098750467785,1,0,1,0,0,1,1,1,1,0.19460123291257425,0.8498694211578953,-0.24342590820858617,-0.2718991422820436,-0.5498237583427952,0.5088168831255537,False,True,False,False,False,False,False,False,False,True,True,False
1,1.0427047718441151,0,-0.48854581201496783,0.960355788426495,-0.6493092863322075,1.0843580112931857,1,1.1844141867284852,1,0,-1.0137074033019942,0,0,0,0,0,0,0,0,0,-1.2644481886905787,-0.3509978073123737,-0.24342590820858617,-0.2718991422820436,1.9902025013921156,0.3049211394604435,False,True,False,False,False,False,False,True,False,True,False,False
1,0.7439497786297625,0,-0.48854581201496783,1.1590919944067062,-0.6493092863322075,-0.299967559266085,1,0.860342332504575,1,1,-0.8664842571105825,0,1,0,0,1,1,1,1,1,1.168905962189927,0.04202087353007814,-0.24342590820858617,-0.2718991422820436,0.18374360714501203,0.0854671976140468,False,False,False,False,False,False,True,False,False,False,False,False
0,1.9987207501300437,1,-0.48854581201496783,-0.44753901861266343,2.3429543392936143,0.7179188896745551,1,-0.5521953086517485,1,1,-0.17944290821732775,1,1,1,0,1,0,0,1,1,1.22187475307321,1.3062130255385347,-0.24342590820858617,-0.2718991422820436,-0.031033500557778697,1.0218241584688181,False,False,False,False,False,False,True,False,True,False,False,False
0,-0.8095761860848714,0,-0.48854581201496783,-1.229522785621755,-0.6493092863322075,-1.2771385502490995,1,1.5091354835460309,0,1,0.21315214829310353,1,0,0,0,0,0,0,1,0,-0.5100441973226119,-0.9858504833526903,-0.24342590820858617,-0.2718991422820436,-0.8336608770953647,-1.0256833415578035,False,False,False,False,True,True,False,False,False,False,False,False
0,0.9232027745583741,1,1.5833150121418471,0.5958260627834449,1.6780068669323205,1.3693662169965648,1,0.554454870902447,0,0,-1.0137074033019942,0,0,0,0,0,0,0,0,1,-1.415328986964172,-0.4162776105574285,-0.24342590820858617,-0.2718991422820436,1.5741502518206323,0.13121455132879842,False,False,False,False,False,False,False,True,False,True,True,False
0,1.4012107637013382,1,-0.48854581201496783,0.1000656359088965,-0.6493092863322075,1.0843580112931857,1,-0.7931385108903674,1,1,-0.2775916723449356,0,0,0,0,1,1,0,1,1,0.9634512581577996,1.442066182695555,0.7934605761146448,-0.2718991422820436,-0.13573586138170668,1.0956700348364248,False,False,False,False,False,False,True,False,False,False,False,False
0,0.14643979220105716,0,-0.48854581201496783,-0.7661650010265888,-0.6493092863322075,-1.1957076343338482,1,-0.43334731401652676,0,0,-1.0137074033019942,0,0,0,0,0,0,0,0,1,-1.4361954803424348,-0.983610059418977,-0.24342590820858617,-0.2718991422820436,-0.8304303453927276,-1.0229641296881722,False,False,False,False,False,False,False,True,False,False,True,False
0,-0.21206619965616602,1,0.5473846000634396,1.267100802004647,2.3429543392936143,0.3107643100982991,1,0.32195442238108424,1,0,-1.0137074033019942,0,0,0,0,0,0,0,0,0,-1.2387663506865627,-0.5645848889930309,5.433304401413432,-0.2718991422820436,0.43461273570143977,-0.3359099306280471,False,False,False,False,False,False,False,True,False,True,True,False
1,-0.5705721915133892,1,-0.48854581201496783,-1.7593059868896546,1.0130593945710267,0.7179188896745551,1,0.2570101630175751,0,0,-1.0137074033019942,0,0,0,0,0,0,0,0,0,-1.402488067962164,-0.5979715985934627,-0.24342590820858617,-0.2718991422820436,0.706190400813233,-0.26714477835401707,False,True,False,False,False,False,False,True,False,True,False,False
